Treatment_Function,Replicate_Num,Step_Num,X_Location,Y_Location,Score,Last_Move,Rewards_rem
play_greedily,6,1,4,3,1040,F,26
play_greedily,6,2,4,3,1035,L,26
play_greedily,6,3,3,3,1075,F,25
play_greedily,6,4,2,3,1115,F,24
play_greedily,6,5,1,3,1155,F,23
play_greedily,6,6,0,3,1245,F,22
play_greedily,6,7,0,3,1240,R,22
play_greedily,6,8,0,3,1235,R,22
play_greedily,6,9,1,3,1225,F,22
play_greedily,6,10,2,3,1215,F,22
play_greedily,6,11,2,3,1210,L,22
play_greedily,6,12,2,2,1250,F,21
play_greedily,6,13,2,1,1340,F,20
play_greedily,6,14,2,0,1330,F,20
play_greedily,6,15,2,0,1325,R,20
play_greedily,6,16,3,0,1315,F,20
play_greedily,6,17,4,0,1355,F,19
play_greedily,6,18,4,0,1350,R,19
play_greedily,6,19,4,0,1345,R,19
play_greedily,6,20,3,0,1335,F,19
play_greedily,6,21,2,0,1325,F,19
play_greedily,6,22,1,0,1315,F,19
play_greedily,6,23,0,0,1305,F,19
play_greedily,6,24,0,0,1300,R,19
play_greedily,6,25,0,0,1295,R,19
play_greedily,6,26,1,0,1285,F,19
play_greedily,6,27,2,0,1275,F,19
play_greedily,6,28,3,0,1265,F,19
play_greedily,6,29,4,0,1255,F,19
play_greedily,6,30,4,0,1250,R,19
play_greedily,6,31,4,0,1245,R,19
play_greedily,6,32,3,0,1235,F,19
play_greedily,6,33,2,0,1225,F,19
play_greedily,6,34,1,0,1215,F,19
play_greedily,6,35,0,0,1205,F,19
play_greedily,6,36,0,0,1200,R,19
play_greedily,6,37,0,0,1195,R,19
play_greedily,6,38,1,0,1185,F,19
play_greedily,6,39,2,0,1175,F,19
play_greedily,6,40,3,0,1165,F,19
play_greedily,6,41,4,0,1155,F,19
play_greedily,6,42,4,0,1150,R,19
play_greedily,6,43,4,0,1145,R,19
play_greedily,6,44,3,0,1135,F,19
play_greedily,6,45,2,0,1125,F,19
play_greedily,6,46,1,0,1115,F,19
play_greedily,6,47,0,0,1105,F,19
play_greedily,6,48,0,0,1100,R,19
play_greedily,6,49,0,0,1095,R,19
play_greedily,6,50,1,0,1085,F,19
play_greedily,6,51,2,0,1075,F,19
play_greedily,6,52,3,0,1065,F,19
play_greedily,6,53,4,0,1055,F,19
play_greedily,6,54,4,0,1050,R,19
play_greedily,6,55,4,0,1045,R,19
play_greedily,6,56,3,0,1035,F,19
play_greedily,6,57,2,0,1025,F,19
play_greedily,6,58,1,0,1015,F,19
play_greedily,6,59,0,0,1005,F,19
play_greedily,6,60,0,0,1000,R,19
play_greedily,6,61,0,0,995,R,19
play_greedily,6,62,1,0,985,F,19
play_greedily,6,63,2,0,975,F,19
play_greedily,6,64,3,0,965,F,19
play_greedily,6,65,4,0,955,F,19
play_greedily,6,66,4,0,950,R,19
play_greedily,6,67,4,0,945,R,19
play_greedily,6,68,3,0,935,F,19
play_greedily,6,69,2,0,925,F,19
play_greedily,6,70,1,0,915,F,19
play_greedily,6,71,0,0,905,F,19
play_greedily,6,72,0,0,900,R,19
play_greedily,6,73,0,0,895,R,19
play_greedily,6,74,1,0,885,F,19
play_greedily,6,75,2,0,875,F,19
play_greedily,6,76,3,0,865,F,19
play_greedily,6,77,4,0,855,F,19
play_greedily,6,78,4,0,850,R,19
play_greedily,6,79,4,0,845,R,19
play_greedily,6,80,3,0,835,F,19
play_greedily,6,81,2,0,825,F,19
play_greedily,6,82,1,0,815,F,19
play_greedily,6,83,0,0,805,F,19
play_greedily,6,84,0,0,800,R,19
play_greedily,6,85,0,0,795,R,19
play_greedily,6,86,1,0,785,F,19
play_greedily,6,87,2,0,775,F,19
play_greedily,6,88,3,0,765,F,19
play_greedily,6,89,4,0,755,F,19
play_greedily,6,90,4,0,750,R,19
play_greedily,6,91,4,0,745,R,19
play_greedily,6,92,3,0,735,F,19
play_greedily,6,93,2,0,725,F,19
play_greedily,6,94,1,0,715,F,19
play_greedily,6,95,0,0,705,F,19
play_greedily,6,96,0,0,700,R,19
play_greedily,6,97,0,0,695,R,19
play_greedily,6,98,1,0,685,F,19
play_greedily,6,99,2,0,675,F,19
play_greedily,6,100,3,0,665,F,19
play_greedily,7,1,4,4,995,L,25
play_greedily,7,2,3,4,1085,F,24
play_greedily,7,3,2,4,1125,F,23
play_greedily,7,4,2,4,1120,L,23
play_greedily,7,5,2,5,1210,F,22
play_greedily,7,6,2,5,1205,R,22
play_greedily,7,7,1,5,1195,F,22
play_greedily,7,8,0,5,1285,F,21
play_greedily,7,9,0,5,1280,L,21
play_greedily,7,10,0,6,1370,F,20
play_greedily,7,11,0,6,1365,L,20
play_greedily,7,12,1,6,1455,F,19
play_greedily,7,13,1,6,1450,L,19
play_greedily,7,14,1,5,1440,F,19
play_greedily,7,15,1,4,1480,F,18
play_greedily,7,16,1,3,1470,F,18
play_greedily,7,17,1,3,1465,R,18
play_greedily,7,18,1,3,1460,R,18
play_greedily,7,19,1,4,1450,F,18
play_greedily,7,20,1,5,1440,F,18
play_greedily,7,21,1,6,1430,F,18
play_greedily,7,22,1,6,1425,R,18
play_greedily,7,23,0,6,1415,F,18
play_greedily,7,24,0,6,1410,R,18
play_greedily,7,25,0,5,1400,F,18
play_greedily,7,26,0,5,1395,R,18
play_greedily,7,27,1,5,1385,F,18
play_greedily,7,28,2,5,1375,F,18
play_greedily,7,29,2,5,1370,L,18
play_greedily,7,30,2,4,1360,F,18
play_greedily,7,31,2,4,1355,R,18
play_greedily,7,32,3,4,1345,F,18
play_greedily,7,33,4,4,1335,F,18
play_greedily,7,34,4,4,1330,R,18
play_greedily,7,35,4,5,1320,F,18
play_greedily,7,36,4,6,1310,F,18
play_greedily,7,37,4,7,1300,F,18
play_greedily,7,38,4,8,1340,F,17
play_greedily,7,39,4,8,1335,R,17
play_greedily,7,40,3,8,1425,F,16
play_greedily,7,41,2,8,1415,F,16
play_greedily,7,42,1,8,1405,F,16
play_greedily,7,43,0,8,1495,F,15
play_greedily,7,44,0,8,1490,R,15
play_greedily,7,45,0,7,1480,F,15
play_greedily,7,46,0,6,1470,F,15
play_greedily,7,47,0,5,1460,F,15
play_greedily,7,48,0,5,1455,R,15
play_greedily,7,49,1,5,1445,F,15
play_greedily,7,50,2,5,1435,F,15
play_greedily,7,51,2,5,1430,L,15
play_greedily,7,52,2,4,1420,F,15
play_greedily,7,53,2,4,1415,R,15
play_greedily,7,54,3,4,1405,F,15
play_greedily,7,55,4,4,1395,F,15
play_greedily,7,56,4,4,1390,R,15
play_greedily,7,57,4,5,1380,F,15
play_greedily,7,58,4,6,1370,F,15
play_greedily,7,59,4,7,1360,F,15
play_greedily,7,60,4,8,1350,F,15
play_greedily,7,61,4,8,1345,R,15
play_greedily,7,62,3,8,1335,F,15
play_greedily,7,63,2,8,1325,F,15
play_greedily,7,64,1,8,1315,F,15
play_greedily,7,65,0,8,1305,F,15
play_greedily,7,66,0,8,1300,R,15
play_greedily,7,67,0,7,1290,F,15
play_greedily,7,68,0,6,1280,F,15
play_greedily,7,69,0,5,1270,F,15
play_greedily,7,70,0,5,1265,R,15
play_greedily,7,71,1,5,1255,F,15
play_greedily,7,72,2,5,1245,F,15
play_greedily,7,73,2,5,1240,L,15
play_greedily,7,74,2,4,1230,F,15
play_greedily,7,75,2,4,1225,R,15
play_greedily,7,76,3,4,1215,F,15
play_greedily,7,77,4,4,1205,F,15
play_greedily,7,78,4,4,1200,R,15
play_greedily,7,79,4,5,1190,F,15
play_greedily,7,80,4,6,1180,F,15
play_greedily,7,81,4,7,1170,F,15
play_greedily,7,82,4,8,1160,F,15
play_greedily,7,83,4,8,1155,R,15
play_greedily,7,84,3,8,1145,F,15
play_greedily,7,85,2,8,1135,F,15
play_greedily,7,86,1,8,1125,F,15
play_greedily,7,87,0,8,1115,F,15
play_greedily,7,88,0,8,1110,R,15
play_greedily,7,89,0,7,1100,F,15
play_greedily,7,90,0,6,1090,F,15
play_greedily,7,91,0,5,1080,F,15
play_greedily,7,92,0,5,1075,R,15
play_greedily,7,93,1,5,1065,F,15
play_greedily,7,94,2,5,1055,F,15
play_greedily,7,95,2,5,1050,L,15
play_greedily,7,96,2,4,1040,F,15
play_greedily,7,97,2,4,1035,R,15
play_greedily,7,98,3,4,1025,F,15
play_greedily,7,99,4,4,1015,F,15
play_greedily,7,100,4,4,1010,R,15
play_greedily,8,1,4,4,995,L,26
play_greedily,8,2,3,4,1035,F,25
play_greedily,8,3,3,4,1030,R,25
play_greedily,8,4,3,3,1120,F,24
play_greedily,8,5,3,2,1110,F,24
play_greedily,8,6,3,2,1105,R,24
play_greedily,8,7,4,2,1195,F,23
play_greedily,8,8,5,2,1185,F,23
play_greedily,8,9,5,2,1180,L,23
play_greedily,8,10,5,1,1220,F,22
play_greedily,8,11,5,1,1215,R,22
play_greedily,8,12,6,1,1305,F,21
play_greedily,8,13,7,1,1345,F,20
play_greedily,8,14,8,1,1335,F,20
play_greedily,8,15,8,1,1330,L,20
play_greedily,8,16,8,0,1370,F,19
play_greedily,8,17,8,0,1365,R,19
play_greedily,8,18,8,0,1360,R,19
play_greedily,8,19,8,1,1350,F,19
play_greedily,8,20,8,2,1340,F,19
play_greedily,8,21,8,2,1335,R,19
play_greedily,8,22,8,2,1330,R,19
play_greedily,8,23,8,1,1320,F,19
play_greedily,8,24,8,0,1310,F,19
play_greedily,8,25,8,0,1305,R,19
play_greedily,8,26,8,0,1300,R,19
play_greedily,8,27,8,1,1290,F,19
play_greedily,8,28,8,2,1280,F,19
play_greedily,8,29,8,2,1275,R,19
play_greedily,8,30,8,2,1270,R,19
play_greedily,8,31,8,1,1260,F,19
play_greedily,8,32,8,0,1250,F,19
play_greedily,8,33,8,0,1245,R,19
play_greedily,8,34,8,0,1240,R,19
play_greedily,8,35,8,1,1230,F,19
play_greedily,8,36,8,2,1220,F,19
play_greedily,8,37,8,2,1215,R,19
play_greedily,8,38,8,2,1210,R,19
play_greedily,8,39,8,1,1200,F,19
play_greedily,8,40,8,0,1190,F,19
play_greedily,8,41,8,0,1185,R,19
play_greedily,8,42,8,0,1180,R,19
play_greedily,8,43,8,1,1170,F,19
play_greedily,8,44,8,2,1160,F,19
play_greedily,8,45,8,2,1155,R,19
play_greedily,8,46,8,2,1150,R,19
play_greedily,8,47,8,1,1140,F,19
play_greedily,8,48,8,0,1130,F,19
play_greedily,8,49,8,0,1125,R,19
play_greedily,8,50,8,0,1120,R,19
play_greedily,8,51,8,1,1110,F,19
play_greedily,8,52,8,2,1100,F,19
play_greedily,8,53,8,2,1095,R,19
play_greedily,8,54,8,2,1090,R,19
play_greedily,8,55,8,1,1080,F,19
play_greedily,8,56,8,0,1070,F,19
play_greedily,8,57,8,0,1065,R,19
play_greedily,8,58,8,0,1060,R,19
play_greedily,8,59,8,1,1050,F,19
play_greedily,8,60,8,2,1040,F,19
play_greedily,8,61,8,2,1035,R,19
play_greedily,8,62,8,2,1030,R,19
play_greedily,8,63,8,1,1020,F,19
play_greedily,8,64,8,0,1010,F,19
play_greedily,8,65,8,0,1005,R,19
play_greedily,8,66,8,0,1000,R,19
play_greedily,8,67,8,1,990,F,19
play_greedily,8,68,8,2,980,F,19
play_greedily,8,69,8,2,975,R,19
play_greedily,8,70,8,2,970,R,19
play_greedily,8,71,8,1,960,F,19
play_greedily,8,72,8,0,950,F,19
play_greedily,8,73,8,0,945,R,19
play_greedily,8,74,8,0,940,R,19
play_greedily,8,75,8,1,930,F,19
play_greedily,8,76,8,2,920,F,19
play_greedily,8,77,8,2,915,R,19
play_greedily,8,78,8,2,910,R,19
play_greedily,8,79,8,1,900,F,19
play_greedily,8,80,8,0,890,F,19
play_greedily,8,81,8,0,885,R,19
play_greedily,8,82,8,0,880,R,19
play_greedily,8,83,8,1,870,F,19
play_greedily,8,84,8,2,860,F,19
play_greedily,8,85,8,2,855,R,19
play_greedily,8,86,8,2,850,R,19
play_greedily,8,87,8,1,840,F,19
play_greedily,8,88,8,0,830,F,19
play_greedily,8,89,8,0,825,R,19
play_greedily,8,90,8,0,820,R,19
play_greedily,8,91,8,1,810,F,19
play_greedily,8,92,8,2,800,F,19
play_greedily,8,93,8,2,795,R,19
play_greedily,8,94,8,2,790,R,19
play_greedily,8,95,8,1,780,F,19
play_greedily,8,96,8,0,770,F,19
play_greedily,8,97,8,0,765,R,19
play_greedily,8,98,8,0,760,R,19
play_greedily,8,99,8,1,750,F,19
play_greedily,8,100,8,2,740,F,19
play_greedily,9,1,4,3,1090,F,23
play_greedily,9,2,4,2,1080,F,23
play_greedily,9,3,4,1,1070,F,23
play_greedily,9,4,4,1,1065,L,23
play_greedily,9,5,3,1,1155,F,22
play_greedily,9,6,3,1,1150,R,22
play_greedily,9,7,3,0,1190,F,21
play_greedily,9,8,3,0,1185,R,21
play_greedily,9,9,4,0,1225,F,20
play_greedily,9,10,5,0,1215,F,20
play_greedily,9,11,6,0,1255,F,19
play_greedily,9,12,6,0,1250,R,19
play_greedily,9,13,6,1,1240,F,19
play_greedily,9,14,6,2,1280,F,18
play_greedily,9,15,6,3,1270,F,18
play_greedily,9,16,6,4,1310,F,17
play_greedily,9,17,6,4,1305,R,17
play_greedily,9,18,5,4,1295,F,17
play_greedily,9,19,4,4,1285,F,17
play_greedily,9,20,3,4,1325,F,16
play_greedily,9,21,2,4,1415,F,15
play_greedily,9,22,2,4,1410,L,15
play_greedily,9,23,2,5,1450,F,14
play_greedily,9,24,2,5,1445,L,14
play_greedily,9,25,3,5,1535,F,13
play_greedily,9,26,4,5,1575,F,12
play_greedily,9,27,5,5,1565,F,12
play_greedily,9,28,5,5,1560,L,12
play_greedily,9,29,5,4,1550,F,12
play_greedily,9,30,5,3,1540,F,12
play_greedily,9,31,5,3,1535,R,12
play_greedily,9,32,6,3,1525,F,12
play_greedily,9,33,7,3,1515,F,12
play_greedily,9,34,8,3,1505,F,12
play_greedily,9,35,8,3,1500,R,12
play_greedily,9,36,8,4,1540,F,11
play_greedily,9,37,8,5,1580,F,10
play_greedily,9,38,8,6,1670,F,9
play_greedily,9,39,8,7,1660,F,9
play_greedily,9,40,8,8,1750,F,8
play_greedily,9,41,8,8,1745,R,8
play_greedily,9,42,7,8,1785,F,7
play_greedily,9,43,6,8,1775,F,7
play_greedily,9,44,5,8,1765,F,7
play_greedily,9,45,5,8,1760,R,7
play_greedily,9,46,5,7,1800,F,6
play_greedily,9,47,5,6,1790,F,6
play_greedily,9,48,5,5,1780,F,6
play_greedily,9,49,5,4,1770,F,6
play_greedily,9,50,5,3,1760,F,6
play_greedily,9,51,5,3,1755,R,6
play_greedily,9,52,6,3,1745,F,6
play_greedily,9,53,7,3,1735,F,6
play_greedily,9,54,8,3,1725,F,6
play_greedily,9,55,8,3,1720,L,6
play_greedily,9,56,8,2,1710,F,6
play_greedily,9,57,8,1,1700,F,6
play_greedily,9,58,8,0,1690,F,6
play_greedily,9,59,8,0,1685,R,6
play_greedily,9,60,8,0,1680,R,6
play_greedily,9,61,8,1,1670,F,6
play_greedily,9,62,8,2,1660,F,6
play_greedily,9,63,8,3,1650,F,6
play_greedily,9,64,8,4,1640,F,6
play_greedily,9,65,8,5,1630,F,6
play_greedily,9,66,8,6,1620,F,6
play_greedily,9,67,8,7,1610,F,6
play_greedily,9,68,8,8,1600,F,6
play_greedily,9,69,8,8,1595,R,6
play_greedily,9,70,7,8,1585,F,6
play_greedily,9,71,6,8,1575,F,6
play_greedily,9,72,5,8,1565,F,6
play_greedily,9,73,4,8,1555,F,6
play_greedily,9,74,3,8,1545,F,6
play_greedily,9,75,3,8,1540,R,6
play_greedily,9,76,3,7,1630,F,5
play_greedily,9,77,3,7,1625,L,5
play_greedily,9,78,2,7,1665,F,4
play_greedily,9,79,1,7,1705,F,3
play_greedily,9,80,0,7,1695,F,3
play_greedily,9,81,0,7,1690,R,3
play_greedily,9,82,0,6,1680,F,3
play_greedily,9,83,0,5,1670,F,3
play_greedily,9,84,0,5,1665,R,3
play_greedily,9,85,0,5,1660,R,3
play_greedily,9,86,0,6,1650,F,3
play_greedily,9,87,0,7,1640,F,3
play_greedily,9,88,0,7,1635,R,3
play_greedily,9,89,0,7,1630,R,3
play_greedily,9,90,0,6,1620,F,3
play_greedily,9,91,0,5,1610,F,3
play_greedily,9,92,0,5,1605,R,3
play_greedily,9,93,0,5,1600,R,3
play_greedily,9,94,0,6,1590,F,3
play_greedily,9,95,0,7,1580,F,3
play_greedily,9,96,0,7,1575,R,3
play_greedily,9,97,0,7,1570,R,3
play_greedily,9,98,0,6,1560,F,3
play_greedily,9,99,0,5,1550,F,3
play_greedily,9,100,0,5,1545,R,3
play_greedily,10,1,4,4,995,R,25
play_greedily,10,2,5,4,1035,F,24
play_greedily,10,3,5,4,1030,R,24
play_greedily,10,4,5,5,1020,F,24
play_greedily,10,5,5,6,1010,F,24
play_greedily,10,6,5,6,1005,R,24
play_greedily,10,7,4,6,995,F,24
play_greedily,10,8,3,6,1035,F,23
play_greedily,10,9,3,6,1030,R,23
play_greedily,10,10,3,5,1020,F,23
play_greedily,10,11,3,5,1015,R,23
play_greedily,10,12,4,5,1005,F,23
play_greedily,10,13,5,5,995,F,23
play_greedily,10,14,6,5,985,F,23
play_greedily,10,15,7,5,975,F,23
play_greedily,10,16,7,5,970,L,23
play_greedily,10,17,7,4,1010,F,22
play_greedily,10,18,7,3,1000,F,22
play_greedily,10,19,7,3,995,R,22
play_greedily,10,20,8,3,985,F,22
play_greedily,10,21,8,3,980,L,22
play_greedily,10,22,8,2,970,F,22
play_greedily,10,23,8,2,965,R,22
play_greedily,10,24,8,2,960,R,22
play_greedily,10,25,8,3,950,F,22
play_greedily,10,26,8,4,940,F,22
play_greedily,10,27,8,4,935,R,22
play_greedily,10,28,7,4,925,F,22
play_greedily,10,29,7,4,920,R,22
play_greedily,10,30,7,3,910,F,22
play_greedily,10,31,7,3,905,R,22
play_greedily,10,32,8,3,895,F,22
play_greedily,10,33,8,3,890,L,22
play_greedily,10,34,8,2,880,F,22
play_greedily,10,35,8,2,875,R,22
play_greedily,10,36,8,2,870,R,22
play_greedily,10,37,8,3,860,F,22
play_greedily,10,38,8,4,850,F,22
play_greedily,10,39,8,4,845,R,22
play_greedily,10,40,7,4,835,F,22
play_greedily,10,41,7,4,830,R,22
play_greedily,10,42,7,3,820,F,22
play_greedily,10,43,7,3,815,R,22
play_greedily,10,44,8,3,805,F,22
play_greedily,10,45,8,3,800,L,22
play_greedily,10,46,8,2,790,F,22
play_greedily,10,47,8,2,785,R,22
play_greedily,10,48,8,2,780,R,22
play_greedily,10,49,8,3,770,F,22
play_greedily,10,50,8,4,760,F,22
play_greedily,10,51,8,4,755,R,22
play_greedily,10,52,7,4,745,F,22
play_greedily,10,53,7,4,740,R,22
play_greedily,10,54,7,3,730,F,22
play_greedily,10,55,7,3,725,R,22
play_greedily,10,56,8,3,715,F,22
play_greedily,10,57,8,3,710,L,22
play_greedily,10,58,8,2,700,F,22
play_greedily,10,59,8,2,695,R,22
play_greedily,10,60,8,2,690,R,22
play_greedily,10,61,8,3,680,F,22
play_greedily,10,62,8,4,670,F,22
play_greedily,10,63,8,4,665,R,22
play_greedily,10,64,7,4,655,F,22
play_greedily,10,65,7,4,650,R,22
play_greedily,10,66,7,3,640,F,22
play_greedily,10,67,7,3,635,R,22
play_greedily,10,68,8,3,625,F,22
play_greedily,10,69,8,3,620,L,22
play_greedily,10,70,8,2,610,F,22
play_greedily,10,71,8,2,605,R,22
play_greedily,10,72,8,2,600,R,22
play_greedily,10,73,8,3,590,F,22
play_greedily,10,74,8,4,580,F,22
play_greedily,10,75,8,4,575,R,22
play_greedily,10,76,7,4,565,F,22
play_greedily,10,77,7,4,560,R,22
play_greedily,10,78,7,3,550,F,22
play_greedily,10,79,7,3,545,R,22
play_greedily,10,80,8,3,535,F,22
play_greedily,10,81,8,3,530,L,22
play_greedily,10,82,8,2,520,F,22
play_greedily,10,83,8,2,515,R,22
play_greedily,10,84,8,2,510,R,22
play_greedily,10,85,8,3,500,F,22
play_greedily,10,86,8,4,490,F,22
play_greedily,10,87,8,4,485,R,22
play_greedily,10,88,7,4,475,F,22
play_greedily,10,89,7,4,470,R,22
play_greedily,10,90,7,3,460,F,22
play_greedily,10,91,7,3,455,R,22
play_greedily,10,92,8,3,445,F,22
play_greedily,10,93,8,3,440,L,22
play_greedily,10,94,8,2,430,F,22
play_greedily,10,95,8,2,425,R,22
play_greedily,10,96,8,2,420,R,22
play_greedily,10,97,8,3,410,F,22
play_greedily,10,98,8,4,400,F,22
play_greedily,10,99,8,4,395,R,22
play_greedily,10,100,7,4,385,F,22
